project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-PAAD	6f777943-ffcb-46d9-872d-514559dee00d	TCGA-HZ-7922	3f824672-7db0-4254-aad1-19e5c2735e79	TCGA-HZ-7922-10A	93abe00f-2280-4eaa-a8b0-061d86857eb1	TCGA-HZ-7922-10A-01	889b38eb-3253-4655-962c-941700bd9905	TCGA-HZ-7922-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6f777943-ffcb-46d9-872d-514559dee00d	TCGA-HZ-7922	81aaadaa-4427-4fcd-901d-31e5e52e344d	TCGA-HZ-7922-01A	16c51f86-2da6-4d48-8bc6-ca58a04264cb	TCGA-HZ-7922-01A-11	074f36ab-9d49-412c-9685-0033efb77660	TCGA-HZ-7922-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.92	8.6	UV Spec	released	'--
TCGA-PAAD	6f777943-ffcb-46d9-872d-514559dee00d	TCGA-HZ-7922	81aaadaa-4427-4fcd-901d-31e5e52e344d	TCGA-HZ-7922-01A	16c51f86-2da6-4d48-8bc6-ca58a04264cb	TCGA-HZ-7922-01A-11	d5c18957-6e05-4b39-be93-adf2155d0f66	TCGA-HZ-7922-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6f777943-ffcb-46d9-872d-514559dee00d	TCGA-HZ-7922	81aaadaa-4427-4fcd-901d-31e5e52e344d	TCGA-HZ-7922-01A	16c51f86-2da6-4d48-8bc6-ca58a04264cb	TCGA-HZ-7922-01A-11	de4f6e7b-442c-429e-a103-ec86468eea8c	TCGA-HZ-7922-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	88eaebfc-d740-4cdc-88f5-df5e08633e2d	TCGA-IB-AAUT	401b7bee-8bc5-4909-936b-afa27fdfa489	TCGA-IB-AAUT-01A	a839dc74-46b0-486e-b96b-0ffa593c7158	TCGA-IB-AAUT-01A-11	33933be3-8f9f-4753-8b23-cc8507eadc97	TCGA-IB-AAUT-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	88eaebfc-d740-4cdc-88f5-df5e08633e2d	TCGA-IB-AAUT	401b7bee-8bc5-4909-936b-afa27fdfa489	TCGA-IB-AAUT-01A	a839dc74-46b0-486e-b96b-0ffa593c7158	TCGA-IB-AAUT-01A-11	9baf877f-c321-4b48-9129-ce8e048f37fa	TCGA-IB-AAUT-01A-11R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.02	7.1	UV Spec	released	'--
TCGA-PAAD	88eaebfc-d740-4cdc-88f5-df5e08633e2d	TCGA-IB-AAUT	401b7bee-8bc5-4909-936b-afa27fdfa489	TCGA-IB-AAUT-01A	a839dc74-46b0-486e-b96b-0ffa593c7158	TCGA-IB-AAUT-01A-11	f61f71fd-0ee4-4126-b78d-9c862a071fd0	TCGA-IB-AAUT-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	88eaebfc-d740-4cdc-88f5-df5e08633e2d	TCGA-IB-AAUT	e68fa960-5c0b-4bc6-9260-1aa382c0f8db	TCGA-IB-AAUT-10A	c1841668-71e4-438c-adb6-974a4e71186b	TCGA-IB-AAUT-10A-01	24d7dbdc-7a12-4561-bba1-c7b7a24fd341	TCGA-IB-AAUT-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	88eaebfc-d740-4cdc-88f5-df5e08633e2d	TCGA-IB-AAUT	e68fa960-5c0b-4bc6-9260-1aa382c0f8db	TCGA-IB-AAUT-10A	c1841668-71e4-438c-adb6-974a4e71186b	TCGA-IB-AAUT-10A-01	b21f8761-8aa6-4ddb-a9da-ad9c6684ea25	TCGA-IB-AAUT-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	21814c02-6aa5-4b98-8fd8-41ca0b04ccd2	TCGA-HZ-8005	4d6e72ac-a986-4b39-8b2b-0ea00d66ca1d	TCGA-HZ-8005-10A	31a20314-6c23-406b-951c-ddce5d583646	TCGA-HZ-8005-10A-01	0fe7aa65-d397-4917-aebe-ccc05258ac6c	TCGA-HZ-8005-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	21814c02-6aa5-4b98-8fd8-41ca0b04ccd2	TCGA-HZ-8005	4d6e72ac-a986-4b39-8b2b-0ea00d66ca1d	TCGA-HZ-8005-10A	31a20314-6c23-406b-951c-ddce5d583646	TCGA-HZ-8005-10A-01	5359b4e4-b64a-4777-88ac-59bb921faa68	TCGA-HZ-8005-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	21814c02-6aa5-4b98-8fd8-41ca0b04ccd2	TCGA-HZ-8005	6b58512c-bba6-4871-a98a-50078b88dcdb	TCGA-HZ-8005-01A	4fb6b6a8-eec9-420b-bfa1-d3569799ae0e	TCGA-HZ-8005-01A-11	4608a0df-503f-4f01-a7db-19a3122f2231	TCGA-HZ-8005-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	21814c02-6aa5-4b98-8fd8-41ca0b04ccd2	TCGA-HZ-8005	6b58512c-bba6-4871-a98a-50078b88dcdb	TCGA-HZ-8005-01A	4fb6b6a8-eec9-420b-bfa1-d3569799ae0e	TCGA-HZ-8005-01A-11	b82e8dce-ffca-4409-ab69-f5dd6f3978ae	TCGA-HZ-8005-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	21814c02-6aa5-4b98-8fd8-41ca0b04ccd2	TCGA-HZ-8005	6b58512c-bba6-4871-a98a-50078b88dcdb	TCGA-HZ-8005-01A	4fb6b6a8-eec9-420b-bfa1-d3569799ae0e	TCGA-HZ-8005-01A-11	c8aaa88c-0dc8-4d68-bc74-66a41412df8a	TCGA-HZ-8005-01A-11R	'--	'--	'--	RNA	R	'--	0.13	mirVana (Allprep DNA) RNA	Yes	1.83	9.1	UV Spec	released	'--
TCGA-PAAD	6788e0e5-b67f-4fe6-aabb-6d0430ae2d06	TCGA-IB-AAUR	43f3d844-b216-4a67-953d-bb6cc85c6772	TCGA-IB-AAUR-10A	0e28a67d-d9ba-4cc8-9f4f-c7b4db8e1971	TCGA-IB-AAUR-10A-01	2f4dbfd7-a26a-4d42-ba0d-dcd787219093	TCGA-IB-AAUR-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6788e0e5-b67f-4fe6-aabb-6d0430ae2d06	TCGA-IB-AAUR	43f3d844-b216-4a67-953d-bb6cc85c6772	TCGA-IB-AAUR-10A	0e28a67d-d9ba-4cc8-9f4f-c7b4db8e1971	TCGA-IB-AAUR-10A-01	66f6a06b-087e-4a9c-aad8-3f78b0b88c54	TCGA-IB-AAUR-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	6788e0e5-b67f-4fe6-aabb-6d0430ae2d06	TCGA-IB-AAUR	b154365f-23f6-4a44-8e8f-8672db572133	TCGA-IB-AAUR-01A	2fc33432-600e-4b30-b8ec-a84df27b3a93	TCGA-IB-AAUR-01A-21	4733ef80-b1ad-46c2-9dec-541177b6cd56	TCGA-IB-AAUR-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	6788e0e5-b67f-4fe6-aabb-6d0430ae2d06	TCGA-IB-AAUR	b154365f-23f6-4a44-8e8f-8672db572133	TCGA-IB-AAUR-01A	2fc33432-600e-4b30-b8ec-a84df27b3a93	TCGA-IB-AAUR-01A-21	6678a3e3-72d5-4069-bd0b-711be759fb25	TCGA-IB-AAUR-01A-21R	1.79	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.35	7.7	UV Spec	released	'--
TCGA-PAAD	6788e0e5-b67f-4fe6-aabb-6d0430ae2d06	TCGA-IB-AAUR	b154365f-23f6-4a44-8e8f-8672db572133	TCGA-IB-AAUR-01A	2fc33432-600e-4b30-b8ec-a84df27b3a93	TCGA-IB-AAUR-01A-21	77c7ff3a-3956-44ca-a5ae-f4159008eede	TCGA-IB-AAUR-01A-21D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	178e68c0-4cb8-4042-a942-5a159ec1e12b	TCGA-IB-7652	44402829-f01a-49bb-bcd0-fd5455e7d50b	TCGA-IB-7652-01A	365d825d-b164-492e-ba29-d9c6270eb51e	TCGA-IB-7652-01A-11	52cbdeee-0e6c-466c-a6d2-76e01e97c00c	TCGA-IB-7652-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	178e68c0-4cb8-4042-a942-5a159ec1e12b	TCGA-IB-7652	44402829-f01a-49bb-bcd0-fd5455e7d50b	TCGA-IB-7652-01A	365d825d-b164-492e-ba29-d9c6270eb51e	TCGA-IB-7652-01A-11	7f3e5df2-847d-4426-86c1-4bbffc489c78	TCGA-IB-7652-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	178e68c0-4cb8-4042-a942-5a159ec1e12b	TCGA-IB-7652	44402829-f01a-49bb-bcd0-fd5455e7d50b	TCGA-IB-7652-01A	365d825d-b164-492e-ba29-d9c6270eb51e	TCGA-IB-7652-01A-11	ae7eda78-00fe-4066-bbb8-0f2f5b09209e	TCGA-IB-7652-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.4	8.9	UV Spec	released	'--
TCGA-PAAD	178e68c0-4cb8-4042-a942-5a159ec1e12b	TCGA-IB-7652	e8554a01-b1fc-437c-95f6-bcd61490716d	TCGA-IB-7652-10A	fcc42f62-8591-4597-8e87-a8d6338cf10d	TCGA-IB-7652-10A-01	2df2b9b0-cbd2-42b6-b980-e3beeaab598d	TCGA-IB-7652-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	178e68c0-4cb8-4042-a942-5a159ec1e12b	TCGA-IB-7652	e8554a01-b1fc-437c-95f6-bcd61490716d	TCGA-IB-7652-10A	fcc42f62-8591-4597-8e87-a8d6338cf10d	TCGA-IB-7652-10A-01	79e5bb77-112d-43a2-8399-5f7376b0b833	TCGA-IB-7652-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f5558dc7-5bef-426f-a6bf-b704fd5dbda0	TCGA-FB-AAQ2	a180ab4a-9754-4e89-a00b-e0a0243d85b8	TCGA-FB-AAQ2-01A	77ac7f79-8587-4d10-aa52-f4001a0260c0	TCGA-FB-AAQ2-01A-31	9a250eb8-f524-44bc-8e6c-e5528fa6e5cd	TCGA-FB-AAQ2-01A-31R	1.71	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.14	7.4	UV Spec	released	'--
TCGA-PAAD	f5558dc7-5bef-426f-a6bf-b704fd5dbda0	TCGA-FB-AAQ2	a180ab4a-9754-4e89-a00b-e0a0243d85b8	TCGA-FB-AAQ2-01A	77ac7f79-8587-4d10-aa52-f4001a0260c0	TCGA-FB-AAQ2-01A-31	b56d9704-009d-48e2-ab63-2143a29e900b	TCGA-FB-AAQ2-01A-31D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f5558dc7-5bef-426f-a6bf-b704fd5dbda0	TCGA-FB-AAQ2	bed05e32-d583-4685-a203-be9722c18347	TCGA-FB-AAQ2-11A	aca00e50-804d-43af-a07c-ad2d0d2a1ed0	TCGA-FB-AAQ2-11A-11	5a10c4b1-e899-4524-b43a-45bb20c8e0f9	TCGA-FB-AAQ2-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4387a2c2-8007-4735-a48c-34a2b476018e	TCGA-IB-8126	45d9fddd-e70d-469b-bb04-f7c2492fe495	TCGA-IB-8126-01A	8cfaa076-5110-4826-b408-408d0fb84f01	TCGA-IB-8126-01A-11	099dc8b2-a47a-4469-a565-d844e10d5c5e	TCGA-IB-8126-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4387a2c2-8007-4735-a48c-34a2b476018e	TCGA-IB-8126	45d9fddd-e70d-469b-bb04-f7c2492fe495	TCGA-IB-8126-01A	8cfaa076-5110-4826-b408-408d0fb84f01	TCGA-IB-8126-01A-11	0ea86a17-792d-4774-aaf5-311eacea13f2	TCGA-IB-8126-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	4387a2c2-8007-4735-a48c-34a2b476018e	TCGA-IB-8126	45d9fddd-e70d-469b-bb04-f7c2492fe495	TCGA-IB-8126-01A	8cfaa076-5110-4826-b408-408d0fb84f01	TCGA-IB-8126-01A-11	26f0cfcf-f4cb-493e-8b0b-9a55c168630b	TCGA-IB-8126-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.25	7.5	UV Spec	released	'--
TCGA-PAAD	4387a2c2-8007-4735-a48c-34a2b476018e	TCGA-IB-8126	e4add979-77fe-412b-9115-7355887f43e5	TCGA-IB-8126-10A	adf8bf7f-4120-4868-adea-5895a0b79c09	TCGA-IB-8126-10A-01	80c8128a-ecea-499f-bf6e-21bfdefa69f5	TCGA-IB-8126-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4387a2c2-8007-4735-a48c-34a2b476018e	TCGA-IB-8126	e4add979-77fe-412b-9115-7355887f43e5	TCGA-IB-8126-10A	adf8bf7f-4120-4868-adea-5895a0b79c09	TCGA-IB-8126-10A-01	d4d4d7ed-5b62-4578-ac3f-ee2e3f04b4f6	TCGA-IB-8126-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	3f9cc59e-9f7d-40d1-9365-28b40dff3c59	TCGA-2J-AABT	508a7587-cb80-482e-b0f8-9da26fba6735	TCGA-2J-AABT-10A	091ae13d-7162-4530-bf11-308083e98958	TCGA-2J-AABT-10A-01	ebb9e435-53f0-4b6f-b63e-be9806d5921e	TCGA-2J-AABT-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3f9cc59e-9f7d-40d1-9365-28b40dff3c59	TCGA-2J-AABT	56c4c210-8d50-407e-a094-687295dffb84	TCGA-2J-AABT-01A	4272c32d-803d-414a-a095-4f3c18f9a6d3	TCGA-2J-AABT-01A-11	241270af-5b97-44ce-b2dd-2464f3dac91f	TCGA-2J-AABT-01A-11R	1.81	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.43	8.5	UV Spec	released	'--
TCGA-PAAD	3f9cc59e-9f7d-40d1-9365-28b40dff3c59	TCGA-2J-AABT	56c4c210-8d50-407e-a094-687295dffb84	TCGA-2J-AABT-01A	4272c32d-803d-414a-a095-4f3c18f9a6d3	TCGA-2J-AABT-01A-11	5c355cb4-70ac-4fa5-91bf-51a764e28ef6	TCGA-2J-AABT-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f96ab3fe-bb11-4585-a35e-52d400e55ab7	TCGA-2L-AAQJ	46b276c0-51c0-4f38-9856-09db792692ad	TCGA-2L-AAQJ-01A	dd8fad61-c53e-4840-8ec2-4548b1d04a3c	TCGA-2L-AAQJ-01A-12	95441000-5a11-488a-9ca1-735ee9fef67c	TCGA-2L-AAQJ-01A-12R	1.78	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.24	7.1	UV Spec	released	'--
TCGA-PAAD	f96ab3fe-bb11-4585-a35e-52d400e55ab7	TCGA-2L-AAQJ	46b276c0-51c0-4f38-9856-09db792692ad	TCGA-2L-AAQJ-01A	dd8fad61-c53e-4840-8ec2-4548b1d04a3c	TCGA-2L-AAQJ-01A-12	9cb09c4e-79fb-4cfe-ab5b-6c17882b1c80	TCGA-2L-AAQJ-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	f96ab3fe-bb11-4585-a35e-52d400e55ab7	TCGA-2L-AAQJ	46b276c0-51c0-4f38-9856-09db792692ad	TCGA-2L-AAQJ-01A	dd8fad61-c53e-4840-8ec2-4548b1d04a3c	TCGA-2L-AAQJ-01A-12	c5de2b1c-e8e9-48d7-9f07-72c548b7204b	TCGA-2L-AAQJ-01A-12D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f96ab3fe-bb11-4585-a35e-52d400e55ab7	TCGA-2L-AAQJ	c0dfb4be-d8f9-4576-aa79-6f7026a208bf	TCGA-2L-AAQJ-11A	7bb78041-6b08-4b45-be8e-6b26ae94b36c	TCGA-2L-AAQJ-11A-11	58ff4c36-89fa-4fc9-b3a1-ae0052615d13	TCGA-2L-AAQJ-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	f96ab3fe-bb11-4585-a35e-52d400e55ab7	TCGA-2L-AAQJ	c0dfb4be-d8f9-4576-aa79-6f7026a208bf	TCGA-2L-AAQJ-11A	7bb78041-6b08-4b45-be8e-6b26ae94b36c	TCGA-2L-AAQJ-11A-11	9925237d-3254-4fda-879c-ffece175d9bc	TCGA-2L-AAQJ-11A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	7240d5da-b54e-436b-8069-f2c9f516b75e	TCGA-2L-AAQM	4721d436-f930-4169-af4c-a03c65951f5a	TCGA-2L-AAQM-11A	3cc6e236-dc21-4e64-bf1a-fdfc6378f523	TCGA-2L-AAQM-11A-11	11168cb9-b338-419d-8c73-540661f1aeaa	TCGA-2L-AAQM-11A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	7240d5da-b54e-436b-8069-f2c9f516b75e	TCGA-2L-AAQM	4721d436-f930-4169-af4c-a03c65951f5a	TCGA-2L-AAQM-11A	3cc6e236-dc21-4e64-bf1a-fdfc6378f523	TCGA-2L-AAQM-11A-11	174142a9-1371-4f7a-b648-22ae54967d44	TCGA-2L-AAQM-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	7240d5da-b54e-436b-8069-f2c9f516b75e	TCGA-2L-AAQM	7e36bec6-1b3b-43d9-a97e-9d96d323f0f5	TCGA-2L-AAQM-01A	1fcc45b5-9ef1-4aa2-93d9-77105564050e	TCGA-2L-AAQM-01A-11	664615a6-7106-4be3-a344-20a4a3342e1d	TCGA-2L-AAQM-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	7240d5da-b54e-436b-8069-f2c9f516b75e	TCGA-2L-AAQM	7e36bec6-1b3b-43d9-a97e-9d96d323f0f5	TCGA-2L-AAQM-01A	1fcc45b5-9ef1-4aa2-93d9-77105564050e	TCGA-2L-AAQM-01A-11	7b0820aa-324a-49b0-a88e-deecb993dcf3	TCGA-2L-AAQM-01A-11R	1.83	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.34	8.8	UV Spec	released	'--
TCGA-PAAD	7240d5da-b54e-436b-8069-f2c9f516b75e	TCGA-2L-AAQM	7e36bec6-1b3b-43d9-a97e-9d96d323f0f5	TCGA-2L-AAQM-01A	1fcc45b5-9ef1-4aa2-93d9-77105564050e	TCGA-2L-AAQM-01A-11	bdd85b30-1152-411b-8655-344d8cb42a1c	TCGA-2L-AAQM-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2ad10199-1381-42b7-b54f-da34c1b1d3c0	TCGA-FB-A78T	49ba3a06-3a17-4675-925c-75eb461fbdbe	TCGA-FB-A78T-01A	4b86545f-fc90-41ba-9961-02d478e69b5d	TCGA-FB-A78T-01A-12	0c5e49b7-84be-48fa-9482-547a022a49e1	TCGA-FB-A78T-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	2ad10199-1381-42b7-b54f-da34c1b1d3c0	TCGA-FB-A78T	49ba3a06-3a17-4675-925c-75eb461fbdbe	TCGA-FB-A78T-01A	4b86545f-fc90-41ba-9961-02d478e69b5d	TCGA-FB-A78T-01A-12	4c761668-743e-42e2-98c5-b3557b642ef1	TCGA-FB-A78T-01A-12R	1.78	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.35	7.4	UV Spec	released	'--
TCGA-PAAD	2ad10199-1381-42b7-b54f-da34c1b1d3c0	TCGA-FB-A78T	49ba3a06-3a17-4675-925c-75eb461fbdbe	TCGA-FB-A78T-01A	4b86545f-fc90-41ba-9961-02d478e69b5d	TCGA-FB-A78T-01A-12	9d1dd7d2-c81b-41d6-a0c4-d5cf81df1a40	TCGA-FB-A78T-01A-12D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2ad10199-1381-42b7-b54f-da34c1b1d3c0	TCGA-FB-A78T	fd1e35d9-6453-4dc3-a77e-cd6113de6da7	TCGA-FB-A78T-10A	6b78d46e-4950-4ae7-b452-60c3c023b845	TCGA-FB-A78T-10A-01	6f47fbf9-a5da-4dff-bf29-808320235890	TCGA-FB-A78T-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	2ad10199-1381-42b7-b54f-da34c1b1d3c0	TCGA-FB-A78T	fd1e35d9-6453-4dc3-a77e-cd6113de6da7	TCGA-FB-A78T-10A	6b78d46e-4950-4ae7-b452-60c3c023b845	TCGA-FB-A78T-10A-01	9460cd75-e5b1-4592-a6a1-8ecf672c01d6	TCGA-FB-A78T-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5c51fbfe-153c-4cd2-97bd-e444daa0b20f	TCGA-HV-A7OP	4a004132-335f-4299-88cd-95f473523ed3	TCGA-HV-A7OP-01A	f181a3ad-6377-486b-9098-eae312ce8339	TCGA-HV-A7OP-01A-11	40114170-49e9-45d5-a60a-716092199801	TCGA-HV-A7OP-01A-11R	1.92	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.49	8.2	UV Spec	released	'--
TCGA-PAAD	5c51fbfe-153c-4cd2-97bd-e444daa0b20f	TCGA-HV-A7OP	4a004132-335f-4299-88cd-95f473523ed3	TCGA-HV-A7OP-01A	f181a3ad-6377-486b-9098-eae312ce8339	TCGA-HV-A7OP-01A-11	f3aac3a8-add2-4252-bc8c-d45ddd95cbd1	TCGA-HV-A7OP-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5c51fbfe-153c-4cd2-97bd-e444daa0b20f	TCGA-HV-A7OP	4a004132-335f-4299-88cd-95f473523ed3	TCGA-HV-A7OP-01A	f181a3ad-6377-486b-9098-eae312ce8339	TCGA-HV-A7OP-01A-11	f7a2cd58-9ebf-432c-b4fe-e5b09efa66d9	TCGA-HV-A7OP-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5c51fbfe-153c-4cd2-97bd-e444daa0b20f	TCGA-HV-A7OP	6b4475f2-4673-4ce6-aa6e-e6bb61a098a9	TCGA-HV-A7OP-10A	86de7674-7ef0-4470-8016-44318352bc82	TCGA-HV-A7OP-10A-01	5b3fe215-9478-4bde-a19b-e5ab8fb25333	TCGA-HV-A7OP-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5c51fbfe-153c-4cd2-97bd-e444daa0b20f	TCGA-HV-A7OP	6b4475f2-4673-4ce6-aa6e-e6bb61a098a9	TCGA-HV-A7OP-10A	86de7674-7ef0-4470-8016-44318352bc82	TCGA-HV-A7OP-10A-01	f5966397-ce20-496a-baa4-f9afe988cbb6	TCGA-HV-A7OP-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6a0a280d-4a30-4071-afe7-de6b82a6e34c	TCGA-IB-A7M4	7f817304-2663-43b3-8a44-2cf46003d046	TCGA-IB-A7M4-10A	3fda6606-81a4-4d06-a7d1-b7f22c7e2daf	TCGA-IB-A7M4-10A-01	5fd3734e-2c71-4ee7-930d-1ab933a728d6	TCGA-IB-A7M4-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6a0a280d-4a30-4071-afe7-de6b82a6e34c	TCGA-IB-A7M4	7f817304-2663-43b3-8a44-2cf46003d046	TCGA-IB-A7M4-10A	3fda6606-81a4-4d06-a7d1-b7f22c7e2daf	TCGA-IB-A7M4-10A-01	8d267110-e539-4aef-a6ab-ff262126e956	TCGA-IB-A7M4-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
